coin,timestamp,price,volume
DAI,2022-05-20 15:00:00+00:00,0.9998,63734.12864
DAI,2022-05-20 16:00:00+00:00,0.9997,87673.09126
DAI,2022-05-20 17:00:00+00:00,1.0,359122.84073
DAI,2022-05-20 18:00:00+00:00,0.9999,289175.02346
DAI,2022-05-20 19:00:00+00:00,0.9998,34076.31207
DAI,2022-05-20 20:00:00+00:00,0.9998,56455.69777
DAI,2022-05-20 21:00:00+00:00,0.9998,57631.62085
DAI,2022-05-20 22:00:00+00:00,0.9998,76182.80027
DAI,2022-05-20 23:00:00+00:00,0.9997,15722.69143
DAI,2022-05-21 00:00:00+00:00,0.9998,27461.38683
DAI,2022-05-21 01:00:00+00:00,0.9998,54678.63856
DAI,2022-05-21 02:00:00+00:00,0.9998,16651.95408
DAI,2022-05-21 03:00:00+00:00,0.9998,146562.66695
DAI,2022-05-21 04:00:00+00:00,0.9999,33554.17448
DAI,2022-05-21 05:00:00+00:00,0.9997,40692.15255
DAI,2022-05-21 06:00:00+00:00,0.9998,17015.47635
DAI,2022-05-21 07:00:00+00:00,0.9999,10993.99185
DAI,2022-05-21 08:00:00+00:00,0.9998,18904.17695
DAI,2022-05-21 09:00:00+00:00,0.9998,35948.49238
DAI,2022-05-21 10:00:00+00:00,0.9997,45814.89108
DAI,2022-05-21 11:00:00+00:00,0.9998,44164.94189
DAI,2022-05-21 12:00:00+00:00,0.9997,25532.34789
DAI,2022-05-21 13:00:00+00:00,0.9998,55106.95597
DAI,2022-05-21 14:00:00+00:00,0.9997,93396.74402
DAI,2022-05-21 15:00:00+00:00,0.9998,100011.62362
DAI,2022-05-21 16:00:00+00:00,0.9998,141773.73907
DAI,2022-05-21 17:00:00+00:00,0.9999,37650.33427
DAI,2022-05-21 18:00:00+00:00,0.9998,51496.03786
DAI,2022-05-21 19:00:00+00:00,0.9999,58045.91193
DAI,2022-05-21 20:00:00+00:00,1.0001,161793.39773
DAI,2022-05-21 21:00:00+00:00,0.9998,32468.82413
DAI,2022-05-21 22:00:00+00:00,0.9998,27822.55175
DAI,2022-05-21 23:00:00+00:00,0.9999,44778.47259
DAI,2022-05-22 00:00:00+00:00,0.9998,24137.3834
DAI,2022-05-22 01:00:00+00:00,0.9999,18657.06842
DAI,2022-05-22 02:00:00+00:00,0.9998,19145.40492
DAI,2022-05-22 03:00:00+00:00,0.9998,18748.33388
DAI,2022-05-22 04:00:00+00:00,0.9999,56705.62699
DAI,2022-05-22 05:00:00+00:00,1.0,17002.92647
DAI,2022-05-22 06:00:00+00:00,0.9998,19393.76874
DAI,2022-05-22 07:00:00+00:00,1.0001,5616.74033
DAI,2022-05-22 08:00:00+00:00,1.0001,31680.11142
